Entity,Code,Day,p_avg_all_ages
Albania,ALB,2020-01-31,-10.65
Albania,ALB,2020-02-29,2.17
Albania,ALB,2020-03-31,0.62
Albania,ALB,2020-04-30,3.23
Albania,ALB,2020-05-31,6.15
Albania,ALB,2020-06-30,9.3
Albania,ALB,2020-07-31,22.73
Albania,ALB,2020-08-31,44.95
Albania,ALB,2020-09-30,29.39
Albania,ALB,2020-10-31,44.36
Albania,ALB,2020-11-30,118.46
Albania,ALB,2020-12-31,53.58
Albania,ALB,2021-01-31,22.64
Albania,ALB,2021-02-28,91.02
Albania,ALB,2021-03-31,74.02
Albania,ALB,2021-04-30,38.42
Albania,ALB,2021-05-31,10.33
Albania,ALB,2021-06-30,11.94
Albania,ALB,2021-07-31,3.13
Albania,ALB,2021-08-31,21.77
Albania,ALB,2021-09-30,63.6
Albania,ALB,2021-10-31,53.73
Albania,ALB,2021-11-30,42.05
Albania,ALB,2021-12-31,35.58
Albania,ALB,2022-01-31,34.57
Albania,ALB,2022-02-28,39.33
Albania,ALB,2022-03-31,-4.48
Albania,ALB,2022-04-30,-2.32
Albania,ALB,2022-05-31,-1.39
Albania,ALB,2022-06-30,-5.75
Albania,ALB,2022-07-31,12.65
Albania,ALB,2022-08-31,9.82
Albania,ALB,2022-09-30,-17.35
Albania,ALB,2022-10-31,0.2
Albania,ALB,2022-11-30,-5.23
Albania,ALB,2022-12-31,-22.92
Albania,ALB,2023-01-31,-11.72
Albania,ALB,2023-02-28,-4.31
Albania,ALB,2023-03-31,-23.97
Albania,ALB,2023-04-30,-4.84
Albania,ALB,2023-05-31,-1.1
Albania,ALB,2023-06-30,-19.45
Albania,ALB,2023-07-31,12.99
Albania,ALB,2023-08-31,-0.42
Albania,ALB,2023-09-30,-14.54
Algeria,DZA,2020-01-31,0.58
Algeria,DZA,2020-02-29,2.86
Algeria,DZA,2020-03-31,3.82
Algeria,DZA,2020-04-30,4.86
Algeria,DZA,2020-05-31,3.64
Algeria,DZA,2020-06-30,29.76
Algeria,DZA,2020-07-31,118.41
Algeria,DZA,2020-08-31,59.02
Algeria,DZA,2020-09-30,23.8
Algeria,DZA,2020-10-31,26.47
Algeria,DZA,2020-11-30,74.28
Algeria,DZA,2020-12-31,33.82
Andorra,AND,2020-01-31,3.03
Andorra,AND,2020-02-29,40.15
Andorra,AND,2020-03-31,29.87
Andorra,AND,2020-04-30,163.16
Andorra,AND,2020-05-31,80
Andorra,AND,2020-06-30,7.44
Andorra,AND,2020-07-31,12.4
Andorra,AND,2020-08-31,-19.49
Andorra,AND,2020-09-30,14.41
Andorra,AND,2020-10-31,97.67
Andorra,AND,2020-11-30,-22.76
Andorra,AND,2020-12-31,38.51
Andorra,AND,2021-01-31,57.58
Andorra,AND,2021-02-28,36.36
Andorra,AND,2021-03-31,-15.58
Andorra,AND,2021-04-30,88.6
Andorra,AND,2021-05-31,60
Andorra,AND,2021-06-30,-21.49
Andorra,AND,2021-07-31,12.4
Andorra,AND,2021-08-31,18.64
Andorra,AND,2021-09-30,10.17
Andorra,AND,2021-10-31,4.65
Andorra,AND,2021-11-30,5.69
Andorra,AND,2021-12-31,41.89
Antigua and Barbuda,ATG,2020-01-31,19.62
Antigua and Barbuda,ATG,2020-02-29,-6.75
Antigua and Barbuda,ATG,2020-03-31,9.49
Antigua and Barbuda,ATG,2020-04-30,10.86
Antigua and Barbuda,ATG,2020-05-31,13.04
Antigua and Barbuda,ATG,2020-06-30,-8.7
Antigua and Barbuda,ATG,2020-07-31,9.52
Antigua and Barbuda,ATG,2020-08-31,-18.52
Antigua and Barbuda,ATG,2020-09-30,-5.06
Antigua and Barbuda,ATG,2020-10-31,-2.72
Antigua and Barbuda,ATG,2020-11-30,2.94
Antigua and Barbuda,ATG,2020-12-31,-11.11
Antigua and Barbuda,ATG,2021-01-31,33.97
Antigua and Barbuda,ATG,2021-02-28,34.92
Antigua and Barbuda,ATG,2021-03-31,0.36
Antigua and Barbuda,ATG,2021-04-30,13.12
Antigua and Barbuda,ATG,2021-05-31,0
Antigua and Barbuda,ATG,2021-06-30,-15.22
Antigua and Barbuda,ATG,2021-07-31,30.95
Antigua and Barbuda,ATG,2021-08-31,-12.96
Antigua and Barbuda,ATG,2021-09-30,119.41
Antigua and Barbuda,ATG,2021-10-31,-49.42
Antigua and Barbuda,ATG,2021-11-30,34.45
Antigua and Barbuda,ATG,2021-12-31,-13.33
Argentina,ARG,2020-01-31,-2.52
Argentina,ARG,2020-02-29,2.24
Argentina,ARG,2020-03-31,0.14
Argentina,ARG,2020-04-30,-4.03
Argentina,ARG,2020-05-31,-8.47
Argentina,ARG,2020-06-30,-14.62
Argentina,ARG,2020-07-31,2.43
Argentina,ARG,2020-08-31,16.62
Argentina,ARG,2020-09-30,38.34
Argentina,ARG,2020-10-31,45.24
Argentina,ARG,2020-11-30,36.29
Argentina,ARG,2020-12-31,19.68
Argentina,ARG,2021-01-31,30.97
Argentina,ARG,2021-02-28,23.6
Argentina,ARG,2021-03-31,23.19
Argentina,ARG,2021-04-30,54.25
Argentina,ARG,2021-05-31,75.54
Argentina,ARG,2021-06-30,54.27
Argentina,ARG,2021-07-31,27.68
Argentina,ARG,2021-08-31,16.45
Argentina,ARG,2021-09-30,0.54
Argentina,ARG,2021-10-31,3.06
Argentina,ARG,2021-11-30,6.48
Argentina,ARG,2021-12-31,11.33
Argentina,ARG,2022-01-31,81.92
Argentina,ARG,2022-02-28,42.26
Argentina,ARG,2022-03-31,18.2
Argentina,ARG,2022-04-30,15.41
Argentina,ARG,2022-05-31,8.61
Argentina,ARG,2022-06-30,6.58
Argentina,ARG,2022-07-31,4.07
Argentina,ARG,2022-08-31,2.36
Argentina,ARG,2022-09-30,1.36
Argentina,ARG,2022-10-31,5.29
Argentina,ARG,2022-11-30,7.85
Argentina,ARG,2022-12-31,16.35
Armenia,ARM,2020-01-31,-5.89
Armenia,ARM,2020-02-29,2.26
Armenia,ARM,2020-03-31,-6.6
Armenia,ARM,2020-04-30,-2.9
Armenia,ARM,2020-05-31,-6.72
Armenia,ARM,2020-06-30,38.05
Armenia,ARM,2020-07-31,26.37
Armenia,ARM,2020-08-31,1.09
Armenia,ARM,2020-09-30,12.72
Armenia,ARM,2020-10-31,71.71
Armenia,ARM,2020-11-30,161.57
Armenia,ARM,2020-12-31,78.76
Armenia,ARM,2021-01-31,10.46
Armenia,ARM,2021-02-28,1.59
Armenia,ARM,2021-03-31,15.77
Armenia,ARM,2021-04-30,51.37
Armenia,ARM,2021-05-31,16.79
Armenia,ARM,2021-06-30,10.19
Armenia,ARM,2021-07-31,4.43
Armenia,ARM,2021-08-31,7.57
Armenia,ARM,2021-09-30,41.26
Armenia,ARM,2021-10-31,63.67
Armenia,ARM,2021-11-30,97.56
Armenia,ARM,2021-12-31,22.06
Armenia,ARM,2022-01-31,-1.89
Armenia,ARM,2022-02-28,36.08
Armenia,ARM,2022-03-31,9.36
Armenia,ARM,2022-04-30,-10.24
Armenia,ARM,2022-05-31,-6.85
Armenia,ARM,2022-06-30,-9.59
Armenia,ARM,2022-07-31,-13.13
Armenia,ARM,2022-08-31,-3.71
Armenia,ARM,2022-09-30,12.88
Armenia,ARM,2022-10-31,-6.3
Armenia,ARM,2022-11-30,-11.3
Armenia,ARM,2022-12-31,-11.78
Armenia,ARM,2023-01-31,-8.82
Armenia,ARM,2023-02-28,-13.62
Armenia,ARM,2023-03-31,-9.37
Armenia,ARM,2023-04-30,-12.13
Armenia,ARM,2023-05-31,-11.95
Armenia,ARM,2023-06-30,-14.69
Armenia,ARM,2023-07-31,-16.67
Armenia,ARM,2023-08-31,2.53
Armenia,ARM,2023-09-30,-5.83
Armenia,ARM,2023-10-31,-3.32
Armenia,ARM,2023-11-30,-12.29
Armenia,ARM,2023-12-31,-13.73
Aruba,ABW,2020-01-31,15
Aruba,ABW,2020-02-29,-6.35
Aruba,ABW,2020-03-31,22.92
Aruba,ABW,2020-04-30,-2.6
Aruba,ABW,2020-05-31,-27.02
Aruba,ABW,2020-06-30,10.7
Aruba,ABW,2020-07-31,-17.25
Aruba,ABW,2020-08-31,9.38
Aruba,ABW,2020-09-30,52.99
Aruba,ABW,2020-10-31,23.26
Aruba,ABW,2020-11-30,-6.56
Aruba,ABW,2020-12-31,-9.52
Aruba,ABW,2021-01-31,13.33
Aruba,ABW,2021-02-28,45.48
Aruba,ABW,2021-03-31,32.89
Aruba,ABW,2021-04-30,54.22
Aruba,ABW,2021-05-31,7.14
Aruba,ABW,2021-06-30,-16.97
Aruba,ABW,2021-07-31,23.24
Aruba,ABW,2021-08-31,108.33
Aruba,ABW,2021-09-30,71.64
Aruba,ABW,2021-10-31,61.46
Aruba,ABW,2021-11-30,27.87
Aruba,ABW,2021-12-31,6.35
Australia,AUS,2020-01-05,1.65
Australia,AUS,2020-01-12,1.02
Australia,AUS,2020-01-19,2.57
Australia,AUS,2020-01-26,6.16
Australia,AUS,2020-02-02,3.81
Australia,AUS,2020-02-09,2.71
Australia,AUS,2020-02-16,7.33
Australia,AUS,2020-02-23,6.2
Australia,AUS,2020-03-01,8.12
Australia,AUS,2020-03-08,3.4
Australia,AUS,2020-03-15,5.03
Australia,AUS,2020-03-22,8.01
Australia,AUS,2020-03-29,8.95
Australia,AUS,2020-04-05,10.83
Australia,AUS,2020-04-12,6.51
Australia,AUS,2020-04-19,4.5
Australia,AUS,2020-04-26,3.43
Australia,AUS,2020-05-03,1.84
Australia,AUS,2020-05-10,2.02
Australia,AUS,2020-05-17,1.7
Australia,AUS,2020-05-24,1.32
Australia,AUS,2020-05-31,-0.34
Australia,AUS,2020-06-07,-4.49
Australia,AUS,2020-06-14,-2.48
Australia,AUS,2020-06-21,-5.33
Australia,AUS,2020-06-28,-7.05
Australia,AUS,2020-07-05,-4.41
Australia,AUS,2020-07-12,-4.52
Australia,AUS,2020-07-19,-6.69
Australia,AUS,2020-07-26,-3.58
Australia,AUS,2020-08-02,-1.69
Australia,AUS,2020-08-09,-1.03
Australia,AUS,2020-08-16,-0.02
Australia,AUS,2020-08-23,-5.5
Australia,AUS,2020-08-30,-6.49
Australia,AUS,2020-09-06,-4.49
Australia,AUS,2020-09-13,-3.62
Australia,AUS,2020-09-20,-6.33
Australia,AUS,2020-09-27,-1.37
Australia,AUS,2020-10-04,-0.26
Australia,AUS,2020-10-11,-3.3
Australia,AUS,2020-10-18,-2.86
Australia,AUS,2020-10-25,-2.04
Australia,AUS,2020-11-01,0.6
Australia,AUS,2020-11-08,2.18
Australia,AUS,2020-11-15,7.23
Australia,AUS,2020-11-22,3.12
Australia,AUS,2020-11-29,1.47
Australia,AUS,2020-12-06,7.9
Australia,AUS,2020-12-13,2.02
Australia,AUS,2020-12-20,4.87
Australia,AUS,2020-12-27,7.73
Australia,AUS,2021-01-03,4.92
Australia,AUS,2021-01-10,5.22
Australia,AUS,2021-01-17,2.69
Australia,AUS,2021-01-24,10.81
Australia,AUS,2021-01-31,3.94
Australia,AUS,2021-02-07,9.45
Australia,AUS,2021-02-14,4.3
Australia,AUS,2021-02-21,3.93
Australia,AUS,2021-02-28,5.82
Australia,AUS,2021-03-07,7.38
Australia,AUS,2021-03-14,7.57
Australia,AUS,2021-03-21,8.84
Australia,AUS,2021-03-28,5.99
Australia,AUS,2021-04-04,7.25
Australia,AUS,2021-04-11,1.77
Australia,AUS,2021-04-18,10.28
Australia,AUS,2021-04-25,9.85
Australia,AUS,2021-05-02,11.18
Australia,AUS,2021-05-09,12.96
Australia,AUS,2021-05-16,8.51
Australia,AUS,2021-05-23,8.41
Australia,AUS,2021-05-30,10.56
Australia,AUS,2021-06-06,5.71
Australia,AUS,2021-06-13,9.11
Australia,AUS,2021-06-20,8.71
Australia,AUS,2021-06-27,6.63
Australia,AUS,2021-07-04,5.26
Australia,AUS,2021-07-11,5.12
Australia,AUS,2021-07-18,7.07
Australia,AUS,2021-07-25,5.2
Australia,AUS,2021-08-01,6.03
Australia,AUS,2021-08-08,1.56
Australia,AUS,2021-08-15,-0.21
Australia,AUS,2021-08-22,0.44
Australia,AUS,2021-08-29,-2.68
Australia,AUS,2021-09-05,-0.85
Australia,AUS,2021-09-12,-1.24
Australia,AUS,2021-09-19,3.49
Australia,AUS,2021-09-26,1.31
Australia,AUS,2021-10-03,10.17
Australia,AUS,2021-10-10,5.94
Australia,AUS,2021-10-17,6.11
Australia,AUS,2021-10-24,8.04
Australia,AUS,2021-10-31,9.16
Australia,AUS,2021-11-07,8.85
Australia,AUS,2021-11-14,6.19
Australia,AUS,2021-11-21,13.09
Australia,AUS,2021-11-28,9.53
Australia,AUS,2021-12-05,10.94
Australia,AUS,2021-12-12,9.19
Australia,AUS,2021-12-19,9.28
Australia,AUS,2021-12-26,14.4
Australia,AUS,2022-01-02,11.17
Australia,AUS,2022-01-09,15.72
Australia,AUS,2022-01-16,30.15
Australia,AUS,2022-01-23,36.96
Australia,AUS,2022-01-30,33.67
Australia,AUS,2022-02-06,33.53
Australia,AUS,2022-02-13,25.56
Australia,AUS,2022-02-20,20.9
Australia,AUS,2022-02-27,18.35
Australia,AUS,2022-03-06,18.3
Australia,AUS,2022-03-13,10.88
Australia,AUS,2022-03-20,18.2
Australia,AUS,2022-03-27,16.74
Australia,AUS,2022-04-03,18.45
Australia,AUS,2022-04-10,18.82
Australia,AUS,2022-04-17,14.59
Australia,AUS,2022-04-24,18.02
Australia,AUS,2022-05-01,18.62
Australia,AUS,2022-05-08,23.55
Australia,AUS,2022-05-15,22.55
Australia,AUS,2022-05-22,18
Australia,AUS,2022-05-29,18.95
Australia,AUS,2022-06-05,22.77
Australia,AUS,2022-06-12,23.74
Australia,AUS,2022-06-19,28.85
Australia,AUS,2022-06-26,23.66
Australia,AUS,2022-07-03,18.88
Australia,AUS,2022-07-10,21.99
Australia,AUS,2022-07-17,23.04
Australia,AUS,2022-07-24,20.75
Australia,AUS,2022-07-31,20.41
Australia,AUS,2022-08-07,23.23
Australia,AUS,2022-08-14,19.92
Australia,AUS,2022-08-21,12.83
Australia,AUS,2022-08-28,10.63
Australia,AUS,2022-09-04,5.93
Australia,AUS,2022-09-11,9.41
Australia,AUS,2022-09-18,9.74
Australia,AUS,2022-09-25,10.89
Australia,AUS,2022-10-02,6.76
Australia,AUS,2022-10-09,9.36
Australia,AUS,2022-10-16,9.57
Australia,AUS,2022-10-23,13.58
Australia,AUS,2022-10-30,8.9
Australia,AUS,2022-11-06,11.74
Australia,AUS,2022-11-13,16.97
Australia,AUS,2022-11-20,17.02
Australia,AUS,2022-11-27,17.05
Australia,AUS,2022-12-04,16.43
Australia,AUS,2022-12-11,23.32
Australia,AUS,2022-12-18,17.76
Australia,AUS,2022-12-25,21.01
Australia,AUS,2023-01-01,18.16
Australia,AUS,2023-01-08,21.2
Australia,AUS,2023-01-15,14.24
Australia,AUS,2023-01-22,16.97
Australia,AUS,2023-01-29,13.47
Australia,AUS,2023-02-05,19.97
Australia,AUS,2023-02-12,12.68
Australia,AUS,2023-02-19,16.51
Australia,AUS,2023-02-26,12.14
Australia,AUS,2023-03-05,15.15
Australia,AUS,2023-03-12,16.17
Australia,AUS,2023-03-19,20.07
Australia,AUS,2023-03-26,15.8
Australia,AUS,2023-04-02,14.15
Australia,AUS,2023-04-09,12.52
Australia,AUS,2023-04-16,17.67
Australia,AUS,2023-04-23,19.38
Australia,AUS,2023-04-30,18.69
Australia,AUS,2023-05-07,18.31
Australia,AUS,2023-05-14,21.39
Australia,AUS,2023-05-21,22.55
Australia,AUS,2023-05-28,20.59
Australia,AUS,2023-06-04,22.99
Australia,AUS,2023-06-11,13.52
Australia,AUS,2023-06-18,12.86
Australia,AUS,2023-06-25,18.65
Australia,AUS,2023-07-02,13.78
Australia,AUS,2023-07-09,13.08
Australia,AUS,2023-07-16,10.59
Australia,AUS,2023-07-23,8.22
Australia,AUS,2023-07-30,7.77
Australia,AUS,2023-08-06,6.16
Australia,AUS,2023-08-13,5.27
Australia,AUS,2023-08-20,5.18
Australia,AUS,2023-08-27,0.26
Australia,AUS,2023-09-03,-0.85
Australia,AUS,2023-09-10,-0.46
Australia,AUS,2023-09-17,4.12
Australia,AUS,2023-09-24,-0.02
Austria,AUT,2020-01-05,-11.17
Austria,AUT,2020-01-12,-8.94
Austria,AUT,2020-01-19,0.26
Austria,AUT,2020-01-26,1.49
Austria,AUT,2020-02-02,6.73
Austria,AUT,2020-02-09,-8.81
Austria,AUT,2020-02-16,-5.45
Austria,AUT,2020-02-23,-5.71
Austria,AUT,2020-03-01,-3.01
Austria,AUT,2020-03-08,-1.12
Austria,AUT,2020-03-15,0.15
Austria,AUT,2020-03-22,14.39
Austria,AUT,2020-03-29,6.7
Austria,AUT,2020-04-05,14.86
Austria,AUT,2020-04-12,16.03
Austria,AUT,2020-04-19,11
Austria,AUT,2020-04-26,7.47
Austria,AUT,2020-05-03,0.51
Austria,AUT,2020-05-10,5.32
Austria,AUT,2020-05-17,1.16
Austria,AUT,2020-05-24,3.9
Austria,AUT,2020-05-31,-0.31
Austria,AUT,2020-06-07,5
Austria,AUT,2020-06-14,0.94
Austria,AUT,2020-06-21,-0.11
Austria,AUT,2020-06-28,2.37
Austria,AUT,2020-07-05,8.28
Austria,AUT,2020-07-12,0.04
Austria,AUT,2020-07-19,-2.1
Austria,AUT,2020-07-26,-2.94
Austria,AUT,2020-08-02,1.14
Austria,AUT,2020-08-09,0.06
Austria,AUT,2020-08-16,9.75
Austria,AUT,2020-08-23,2.32
Austria,AUT,2020-08-30,4.29
Austria,AUT,2020-09-06,10.22
Austria,AUT,2020-09-13,9.63
Austria,AUT,2020-09-20,9.63
Austria,AUT,2020-09-27,4.04
Austria,AUT,2020-10-04,4.14
Austria,AUT,2020-10-11,6.65
Austria,AUT,2020-10-18,7.1
Austria,AUT,2020-10-25,17.43
Austria,AUT,2020-11-01,24.65
Austria,AUT,2020-11-08,32.77
Austria,AUT,2020-11-15,47.06
Austria,AUT,2020-11-22,56.11
Austria,AUT,2020-11-29,57.03
Austria,AUT,2020-12-06,58.7
Austria,AUT,2020-12-13,54.22
Austria,AUT,2020-12-20,36.37
Austria,AUT,2020-12-27,22.35
Austria,AUT,2021-01-03,15.26
Austria,AUT,2021-01-10,7.96
Austria,AUT,2021-01-17,5.22
Austria,AUT,2021-01-24,12.12
Austria,AUT,2021-01-31,11.05
Austria,AUT,2021-02-07,2.28
Austria,AUT,2021-02-14,-5.11
Austria,AUT,2021-02-21,-5.39
Austria,AUT,2021-02-28,-8.84
Austria,AUT,2021-03-07,-13.03
Austria,AUT,2021-03-14,-0.38
Austria,AUT,2021-03-21,-1.19
Austria,AUT,2021-03-28,3.19
Austria,AUT,2021-04-04,7.49
Austria,AUT,2021-04-11,4.83
Austria,AUT,2021-04-18,9.56
Austria,AUT,2021-04-25,10.87
Austria,AUT,2021-05-02,15.02
Austria,AUT,2021-05-09,13.14
Austria,AUT,2021-05-16,11.23
Austria,AUT,2021-05-23,3.9
Austria,AUT,2021-05-30,4.53
Austria,AUT,2021-06-06,13.26
Austria,AUT,2021-06-13,10.24
Austria,AUT,2021-06-20,10.71
Austria,AUT,2021-06-27,17.36
Austria,AUT,2021-07-04,7.44
Austria,AUT,2021-07-11,2.36
Austria,AUT,2021-07-18,5.56
Austria,AUT,2021-07-25,7.09
Austria,AUT,2021-08-01,2.77
Austria,AUT,2021-08-08,-3.31
Austria,AUT,2021-08-15,13.66
Austria,AUT,2021-08-22,10.98
Austria,AUT,2021-08-29,9.29
Austria,AUT,2021-09-05,8.07
Austria,AUT,2021-09-12,18.14
Austria,AUT,2021-09-19,10.89
Austria,AUT,2021-09-26,10.82
Austria,AUT,2021-10-03,13.82
Austria,AUT,2021-10-10,5.93
Austria,AUT,2021-10-17,7.44
Austria,AUT,2021-10-24,14.34
Austria,AUT,2021-10-31,25.05
Austria,AUT,2021-11-07,28.42
Austria,AUT,2021-11-14,35.95
Austria,AUT,2021-11-21,35.98
Austria,AUT,2021-11-28,39.92
Austria,AUT,2021-12-05,42.35
Austria,AUT,2021-12-12,32.25
Austria,AUT,2021-12-19,20.11
Austria,AUT,2021-12-26,12.24
Austria,AUT,2022-01-02,7.42
Austria,AUT,2022-01-09,-2.93
Austria,AUT,2022-01-16,-9.59
Austria,AUT,2022-01-23,1.66
Austria,AUT,2022-01-30,1.09
Austria,AUT,2022-02-06,-1.46
Austria,AUT,2022-02-13,1.15
Austria,AUT,2022-02-20,5.69
Austria,AUT,2022-02-27,1.37
Austria,AUT,2022-03-06,7.79
Austria,AUT,2022-03-13,5.38
Austria,AUT,2022-03-20,12.07
Austria,AUT,2022-03-27,25.16
Austria,AUT,2022-04-03,18.67
Austria,AUT,2022-04-10,23.88
Austria,AUT,2022-04-17,17.26
Austria,AUT,2022-04-24,8.64
Austria,AUT,2022-05-01,14.75
Austria,AUT,2022-05-08,12.66
Austria,AUT,2022-05-15,9.35
Austria,AUT,2022-05-22,9.43
Austria,AUT,2022-05-29,7.7
Austria,AUT,2022-06-05,11.57
Austria,AUT,2022-06-12,12.5
Austria,AUT,2022-06-19,12.86
Austria,AUT,2022-06-26,17.36
Austria,AUT,2022-07-03,18.23
Austria,AUT,2022-07-10,11.27
Austria,AUT,2022-07-17,13.33
Austria,AUT,2022-07-24,25.66
Austria,AUT,2022-07-31,16.34
Austria,AUT,2022-08-07,10.38
Austria,AUT,2022-08-14,9.38
Austria,AUT,2022-08-21,15.36
Austria,AUT,2022-08-28,8.1
Austria,AUT,2022-09-04,1.91
Austria,AUT,2022-09-11,12.11
Austria,AUT,2022-09-18,11.52
Austria,AUT,2022-09-25,16.09
Austria,AUT,2022-10-02,17.36
Austria,AUT,2022-10-09,23.81
Austria,AUT,2022-10-16,16.13
Austria,AUT,2022-10-23,17.33
Austria,AUT,2022-10-30,21.21
Austria,AUT,2022-11-06,13.55
Austria,AUT,2022-11-13,14.81
Austria,AUT,2022-11-20,14.66
Austria,AUT,2022-11-27,13.39
Austria,AUT,2022-12-04,21.07
Austria,AUT,2022-12-11,18.59
Austria,AUT,2022-12-18,35.36
Austria,AUT,2022-12-25,38.12
Austria,AUT,2023-01-01,32.72
Austria,AUT,2023-01-08,30.74
Austria,AUT,2023-01-15,14.32
Austria,AUT,2023-01-22,3.17
Austria,AUT,2023-01-29,1.66
Austria,AUT,2023-02-05,-2.56
Austria,AUT,2023-02-12,-8.43
Austria,AUT,2023-02-19,-2.31
Austria,AUT,2023-02-26,2.85
Austria,AUT,2023-03-05,2
Austria,AUT,2023-03-12,5.44
Austria,AUT,2023-03-19,5.94
Austria,AUT,2023-03-26,10.01
Austria,AUT,2023-04-02,2.99
Austria,AUT,2023-04-09,6.85
Austria,AUT,2023-04-16,8.78
Austria,AUT,2023-04-23,13.63
Austria,AUT,2023-04-30,11.75
Austria,AUT,2023-05-07,8.43
Austria,AUT,2023-05-14,12.48
Austria,AUT,2023-05-21,4.37
Austria,AUT,2023-05-28,8.26
Austria,AUT,2023-06-04,7.82
Austria,AUT,2023-06-11,4.93
Austria,AUT,2023-06-18,6.14
Austria,AUT,2023-06-25,12.32
Austria,AUT,2023-07-02,0.59
Austria,AUT,2023-07-09,6.05
Austria,AUT,2023-07-16,11.8
Austria,AUT,2023-07-23,4.98
Austria,AUT,2023-07-30,-2.61
Austria,AUT,2023-08-06,-5.1
Austria,AUT,2023-08-13,8.33
Austria,AUT,2023-08-20,6.19
Austria,AUT,2023-08-27,12.43
Austria,AUT,2023-09-03,-1.39
Austria,AUT,2023-09-10,11.02
Austria,AUT,2023-09-17,11.31
Austria,AUT,2023-09-24,5.83
Austria,AUT,2023-10-01,1.66
Austria,AUT,2023-10-08,3.68
Austria,AUT,2023-10-15,6.91
Austria,AUT,2023-10-22,9.95
Austria,AUT,2023-10-29,16.7
Austria,AUT,2023-11-05,14.08
Austria,AUT,2023-11-12,16.54
Austria,AUT,2023-11-19,16.79
Austria,AUT,2023-11-26,18.14
Austria,AUT,2023-12-03,27.93
Austria,AUT,2023-12-10,16.91
Austria,AUT,2023-12-17,22.42
Austria,AUT,2023-12-24,24.94
Austria,AUT,2023-12-31,11.75
Azerbaijan,AZE,2020-01-31,-3.22
Azerbaijan,AZE,2020-02-29,3.28
Azerbaijan,AZE,2020-03-31,25.79
Azerbaijan,AZE,2020-04-30,-13.18
Azerbaijan,AZE,2020-05-31,-8.85
Azerbaijan,AZE,2020-06-30,49.15
Azerbaijan,AZE,2020-07-31,30.75
Azerbaijan,AZE,2020-08-31,10.54
Azerbaijan,AZE,2020-09-30,11.05
Azerbaijan,AZE,2020-10-31,27.96
Azerbaijan,AZE,2020-11-30,81.19
Azerbaijan,AZE,2020-12-31,198.56
Azerbaijan,AZE,2021-01-31,49.04
Azerbaijan,AZE,2021-02-28,9.98
Azerbaijan,AZE,2021-03-31,23.27
Azerbaijan,AZE,2021-04-30,42.42
Azerbaijan,AZE,2021-05-31,15.37
Azerbaijan,AZE,2021-06-30,24.99
Azerbaijan,AZE,2021-07-31,3.77
Azerbaijan,AZE,2021-08-31,42.29
Azerbaijan,AZE,2021-09-30,85.25
Azerbaijan,AZE,2021-10-31,32.48
Azerbaijan,AZE,2021-11-30,64.58
Azerbaijan,AZE,2021-12-31,46.54
Azerbaijan,AZE,2022-01-31,12.34
Azerbaijan,AZE,2022-02-28,34.21
Azerbaijan,AZE,2022-03-31,33.92
Azerbaijan,AZE,2022-04-30,-3.29
Azerbaijan,AZE,2022-05-31,-7.66
Azerbaijan,AZE,2022-06-30,7.99
Azerbaijan,AZE,2022-07-31,-6.29
Azerbaijan,AZE,2022-08-31,0.17
Azerbaijan,AZE,2022-09-30,13.36
Azerbaijan,AZE,2022-10-31,-9.47
Azerbaijan,AZE,2022-11-30,12.98
Azerbaijan,AZE,2022-12-31,5.61
Azerbaijan,AZE,2023-01-31,8.62
Azerbaijan,AZE,2023-02-28,10.29
Azerbaijan,AZE,2023-03-31,19.04
Azerbaijan,AZE,2023-04-30,-12.76
Azerbaijan,AZE,2023-05-31,4.97
Azerbaijan,AZE,2023-06-30,-3.46
Azerbaijan,AZE,2023-07-31,1.52
Azerbaijan,AZE,2023-08-31,16.7
Azerbaijan,AZE,2023-09-30,11.64
Azerbaijan,AZE,2023-10-31,11.34
Azerbaijan,AZE,2023-11-30,2.82
Bahamas,BHS,2020-01-31,13.59
Bahamas,BHS,2020-02-29,0.94
Bahamas,BHS,2020-03-31,6.12
Bahamas,BHS,2020-04-30,16.2
Bahamas,BHS,2020-05-31,-0.61
Bahamas,BHS,2020-06-30,3.84
Bahamas,BHS,2020-07-31,25.24
Bahamas,BHS,2020-08-31,55.27
Bahamas,BHS,2020-09-30,54.3
Bahamas,BHS,2020-10-31,64.94
Bahamas,BHS,2020-11-30,32.01
Bahamas,BHS,2020-12-31,16.06
Bahamas,BHS,2021-01-31,6.75
Bahamas,BHS,2021-02-28,3.3
Bahamas,BHS,2021-03-31,14.24
Bahamas,BHS,2021-04-30,25.27
Bahamas,BHS,2021-05-31,18.06
Bahamas,BHS,2021-06-30,20.98
Bahamas,BHS,2021-07-31,59.52
Bahamas,BHS,2021-08-31,149.29
Bahamas,BHS,2021-09-30,141.35
Bahamas,BHS,2021-10-31,105.91
Bahamas,BHS,2021-11-30,22.32
Bahamas,BHS,2021-12-31,32.22
Barbados,BRB,2020-01-31,-5.35
Barbados,BRB,2020-02-29,3.99
Barbados,BRB,2020-03-31,16.41
Barbados,BRB,2020-04-30,-11.68
Barbados,BRB,2020-05-31,1.83
Barbados,BRB,2020-06-30,17.47
Barbados,BRB,2020-07-31,7.21
Barbados,BRB,2020-08-31,17.68
Barbados,BRB,2020-09-30,-16.52
Barbados,BRB,2020-10-31,-3.85
Barbados,BRB,2020-11-30,-5
Barbados,BRB,2020-12-31,15.75
Barbados,BRB,2021-01-31,-35.78
